"sex","age","socprof","income","marital","depress","sport","nofriend","smoke","nociga","alcabuse","bmi"
"MALE",21,"PUPIL OR STUDENT",NA,"SINGLE",2,NA,1,"NO",NA,"NO",25.0573602221954
"FEMALE",60,"RETIRED",877,"MARRIED",7,"YES",2,"NO",NA,"NO",26.2984878369494
"MALE",56,"SELF-EMPLOYED",1200,"MARRIED",NA,"YES",10,"NO",NA,"NO",29.320987654321
"MALE",71,"RETIRED",800,"MARRIED",7,"NO",5,"NO",NA,"NO",39.0925189615423
"MALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",10,"NO",NA,"NO",19.3502075465809
"FEMALE",68,"RETIRED",700,"WIDOWED",10,"YES",4,"NO",NA,"NO",NA
"MALE",50,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",5,"YES",10,"NO",NA,"NO",29.0687961508904
"MALE",46,"SELF-EMPLOYED",-8,"MARRIED",3,"YES",6,"NO",NA,"NO",26.9896193771626
"FEMALE",64,"RETIRED",1300,"MARRIED",7,"YES",2,"NO",NA,"NO",23.5303663434622
"FEMALE",28,"EMPLOYED IN PRIVATE SECTOR",900,"SINGLE",0,"NO",10,"NO",NA,"NO",24.609375
"MALE",39,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",2,"NO",5,"YES",3,"NO",24.2214532871972
"MALE",26,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",0,"YES",2,"NO",NA,"NO",23.4567901234568
"FEMALE",54,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",0,"YES",5,"NO",NA,"NO",37.180249851279
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",3,"YES",10,"NO",19.7133215276154
"MALE",83,"RETIRED",850,"MARRIED",9,"YES",12,"YES",20,"YES",21.9671201814059
"MALE",72,"RETIRED",710,"MARRIED",7,"YES",2,"YES",20,"NO",24.9680097375238
"MALE",18,"PUPIL OR STUDENT",-8,"SINGLE",3,"NO",5,"NO",NA,"YES",23.5155790711346
"MALE",20,"PUPIL OR STUDENT",2000,"SINGLE",0,"NO",20,"NO",NA,"NO",24.4897959183673
"MALE",58,"LONG-TERM SICK/DISABLED",816,"MARRIED",5,"YES",10,"NO",NA,"NO",26.4462809917355
"MALE",68,"RETIRED",3000,"MARRIED",9,"NO",12,"NO",NA,"NO",24.9134948096886
"FEMALE",64,"RETIRED",1800,"MARRIED",11,"YES",6,"NO",NA,"NO",34.765625
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",3500,"MARRIED",3,"YES",20,"NO",NA,"NO",22.5710475017954
"FEMALE",51,"FARMER",-8,"SINGLE",4,"YES",10,"NO",NA,"NO",34.0490306040699
"FEMALE",53,"FARMER",NA,"SINGLE",0,"NO",12,"YES",15,"NO",23.0300453514739
"MALE",64,"RETIRED",1800,"MARRIED",1,"NO",8,"YES",10,"NO",27.4725274725275
"FEMALE",35,"UNEMPLOYED",NA,"WIDOWED",0,"YES",4,"NO",NA,"NO",20.9571711629325
"MALE",41,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",5,"YES",8,"NO",NA,"NO",29.4107588659759
"FEMALE",45,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,NA,1,"NO",NA,"NO",NA
"FEMALE",75,"FARMER",630,"MARRIED",7,"YES",4,"NO",NA,"NO",NA
"FEMALE",52,"EMPLOYED IN PRIVATE SECTOR",3600,"MARRIED",3,"YES",12,"NO",NA,"NO",26.9896193771626
"MALE",65,"RETIRED",2500,"MARRIED",0,"YES",20,"NO",NA,"NO",29.7265160523187
"FEMALE",63,"RETIRED",700,"MARRIED",4,"YES",8,"NO",NA,"NO",25.390625
"FEMALE",25,"EMPLOYED IN PUBLIC SECTOR",600,"SINGLE",3,"NO",3,"NO",NA,"NO",18.3391003460208
"MALE",22,"PUPIL OR STUDENT",260,"SINGLE",2,"NO",5,"NO",NA,"NO",18.7174479166667
"FEMALE",53,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",6,"NO",4,"NO",NA,"NO",36.5713346482577
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",3,"NO",NA,"NO",20.0692041522491
"FEMALE",19,"PUPIL OR STUDENT",420,"SINGLE",5,"YES",10,"NO",NA,"NO",20.7475501931118
"FEMALE",21,"PUPIL OR STUDENT",NA,"SINGLE",5,"NO",2,"NO",NA,"NO",18.8267934998018
"FEMALE",18,"PUPIL OR STUDENT",-8,"SINGLE",5,"YES",7,"NO",NA,"NO",27.681660899654
"MALE",16,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",10,"NO",NA,"YES",23.5102040816327
"FEMALE",37,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",0,"YES",2,"NO",NA,"NO",21.0961905148282
"MALE",19,"PUPIL OR STUDENT",NA,"MARRIED",NA,"YES",8,"NO",NA,"NO",17.5925925925926
"MALE",61,"RETIRED",4000,"MARRIED",0,"YES",4,"NO",NA,"NO",25.469387755102
"MALE",17,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",0,"NO",2,"YES",10,"NO",21.6333153055706
"FEMALE",63,"RETIRED",1300,"MARRIED",12,"NO",5,"YES",20,"NO",23.2438016528926
"MALE",63,"RETIRED",1400,"MARRIED",1,"NO",6,"NO",NA,"NO",25.2595155709343
"MALE",81,"RETIRED",1200,"MARRIED",7,"YES",3,"NO",NA,"NO",22.8623685413809
"FEMALE",16,"PUPIL OR STUDENT",NA,"SINGLE",3,"NO",3,"NO",NA,"NO",18.75
"MALE",58,"SELF-EMPLOYED",1200,"MARRIED",7,"YES",10,"NO",NA,"NO",30.1895906291511
"FEMALE",34,"OTHER ECONOMICALLY INACTIVE",1000,"MARRIED",4,"NO",2,"YES",10,"NO",15.625
"MALE",32,"RETIRED",3900,"MARRIED",3,"NO",8,"NO",NA,"NO",30.6689049586777
"FEMALE",52,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",6,"YES",30,"NO",NA,"NO",24.1671624033314
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",2500,"DIVORCED",1,"YES",13,"YES",15,"YES",31.6990701606086
"FEMALE",63,"RETIRED",1200,"MARRIED",9,"YES",2,"NO",NA,"NO",27.9155188246097
"MALE",32,"SELF-EMPLOYED",1500,"MARRIED",1,"NO",17,"YES",3,"NO",23.6712536295922
"MALE",38,"FARMER",1000,"MARRIED",0,"YES",2,"NO",NA,"NO",29.7004132231405
"FEMALE",25,"PUPIL OR STUDENT",-8,"MARRIED",7,"YES",2,"NO",NA,"NO",22.189349112426
"FEMALE",47,"EMPLOYED IN PRIVATE SECTOR",1800,"WIDOWED",2,"YES",4,"YES",4,"NO",24.2214532871972
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",1650,"MARRIED",0,"YES",5,"NO",NA,"NO",26.7299274950717
"FEMALE",73,"RETIRED",1000,"WIDOWED",13,"YES",15,"NO",NA,"NO",26.5625
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",9,"YES",4,"YES",20,"NO",26.2649438473614
"FEMALE",53,"UNEMPLOYED",NA,"MARRIED",8,"YES",0,"NO",NA,"NO",40.0091449474165
"FEMALE",26,"UNEMPLOYED",NA,"MARRIED",0,"YES",6,"NO",NA,"NO",19.7210369679802
"MALE",52,"LONG-TERM SICK/DISABLED",700,"SINGLE",7,"YES",2,"NO",NA,"NO",28.3059950645957
"FEMALE",29,"EMPLOYED IN PUBLIC SECTOR",2600,"SINGLE",0,"YES",4,"NO",NA,"NO",20.8116545265349
"FEMALE",45,"EMPLOYED IN PRIVATE SECTOR",1300,"MARRIED",2,"YES",10,"YES",7,"NO",20.8209399167162
"MALE",63,"RETIRED",1900,"MARRIED",0,"YES",4,"NO",NA,"NO",34.339633909642
"FEMALE",37,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",0,"NO",6,"NO",NA,"NO",23.8894628099174
"FEMALE",16,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",6,"NO",NA,"YES",19.0311418685121
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",0,"YES",6,"NO",NA,"NO",22.1297397278372
"FEMALE",38,"EMPLOYED IN PUBLIC SECTOR",2800,"MARRIED",3,"YES",2,"NO",NA,"NO",20.9571711629325
"FEMALE",68,"RETIRED",2500,"WIDOWED",11,"YES",2,"NO",NA,"NO",23.8751147842057
"FEMALE",45,"FARMER",1000,"MARRIED",6,"YES",4,"YES",6,"NO",25.7116620752984
"MALE",30,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",7,"YES",15,"NO",NA,"NO",27.7777777777778
"FEMALE",57,"OTHER ECONOMICALLY INACTIVE",600,"MARRIED",3,"NO",6,"NO",NA,"NO",27.2392244832559
"MALE",58,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",5,"NO",10,"YES",20,"NO",21.6788067984738
"MALE",62,"RETIRED",1600,"MARRIED",8,"YES",3,"NO",NA,"NO",25.8264462809917
"FEMALE",28,"EMPLOYED IN PRIVATE SECTOR",3200,"SINGLE",0,"NO",15,"NO",NA,"NO",19.53125
"MALE",47,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",5,"YES",4,"NO",NA,"NO",29.6296296296296
"FEMALE",48,"EMPLOYED IN PUBLIC SECTOR",1000,"MARRIED",0,"NO",6,"NO",NA,"YES",NA
"FEMALE",69,"RETIRED",1800,"WIDOWED",7,"NO",5,"NO",NA,"NO",28.2283864654296
"MALE",65,"RETIRED",2700,"MARRIED",3,"NO",4,"NO",NA,"YES",33.3333333333333
"FEMALE",42,"LONG-TERM SICK/DISABLED",1300,"MARRIED",10,"YES",3,"YES",10,"NO",19.7055324211779
"MALE",34,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",0,"YES",1,"YES",20,"YES",37.109375
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",3,"NO",NA,"NO",21.295294753921
"FEMALE",25,"EMPLOYED IN PRIVATE SECTOR",1600,"MARRIED",1,"YES",3,"NO",NA,"NO",20.7612456747405
"MALE",41,"EMPLOYED IN PUBLIC SECTOR",4000,"MARRIED",6,"NO",15,"NO",NA,"NO",28.3418553688824
"FEMALE",61,"RETIRED",1800,"WIDOWED",3,"YES",5,"YES",20,"NO",31.2174817898023
"MALE",76,"RETIRED",1057,"MARRIED",0,"YES",6,"NO",NA,"NO",22.8571428571429
"MALE",51,"EMPLOYED IN PUBLIC SECTOR",-8,"SINGLE",0,"YES",0,"NO",NA,"NO",21.2244897959184
"FEMALE",83,"RETIRED",1050,"WIDOWED",7,"YES",0,"NO",NA,"NO",24.6913580246914
"MALE",58,"LONG-TERM SICK/DISABLED",1500,"MARRIED",18,"YES",4,"YES",3,"NO",29.7441998810232
"MALE",68,"RETIRED",1000,"MARRIED",12,"YES",15,"NO",NA,"NO",34.8943985307622
"FEMALE",36,"EMPLOYED IN PRIVATE SECTOR",1800,"DIVORCED",1,"YES",4,"NO",NA,"NO",21.7738423573813
"FEMALE",62,"RETIRED",-8,"MARRIED",1,NA,10,"NO",NA,"NO",23.4375
"FEMALE",39,"OTHER ECONOMICALLY INACTIVE",5000,"DIVORCED",0,"NO",30,"NO",NA,"NO",24.9770431588613
"MALE",34,"LONG-TERM SICK/DISABLED",590,"SINGLE",3,"YES",30,"NO",NA,"NO",27.5482093663912
"FEMALE",37,"FARMER",2400,"MARRIED",0,"YES",5,"NO",NA,"NO",22.3081499107674
"FEMALE",43,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",2,"YES",2,"YES",20,"NO",21.3382106386222
"FEMALE",54,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",5,"YES",10,"NO",NA,"NO",24.9770431588613
"FEMALE",54,"RETIRED",1300,"MARRIED",3,"YES",10,"NO",NA,"NO",22.8328793462586
"MALE",26,"SELF-EMPLOYED",1300,"MARRIED",0,"YES",1,"YES",5,"NO",26.4721074380165
"FEMALE",62,"RETIRED",1040,"MARRIED",8,"YES",15,"YES",10,"NO",28.0403781445281
"MALE",22,"PUPIL OR STUDENT",NA,"SINGLE",2,"YES",7,"NO",NA,"NO",22.4480151228733
"MALE",52,"UNEMPLOYED",-8,"DIVORCED",4,"YES",15,"NO",NA,"NO",22.1606648199446
"FEMALE",62,"RETIRED",600,"MARRIED",7,"YES",10,"YES",20,"NO",23.5883292204964
"MALE",64,"UNEMPLOYED",NA,"WIDOWED",8,"YES",3,"YES",20,"NO",21.5645449137418
"FEMALE",47,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",0,"YES",10,"NO",NA,"NO",NA
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",3,"NO",NA,"NO",22.9397506925208
"MALE",36,"EMPLOYED IN PUBLIC SECTOR",3200,"MARRIED",1,"YES",15,"YES",15,"YES",24.2122933884298
"FEMALE",75,"RETIRED",1500,"WIDOWED",6,"YES",4,"NO",NA,"NO",19.2276878705336
"MALE",72,"RETIRED",2000,"MARRIED",4,"YES",2,"NO",NA,"NO",30.9304380760005
"MALE",25,"EMPLOYED IN PUBLIC SECTOR",2490,"SINGLE",0,"NO",8,"NO",NA,"NO",22.1261974177426
"MALE",53,"LONG-TERM SICK/DISABLED",640,"MARRIED",5,"YES",10,"NO",NA,"NO",22.65625
"MALE",54,"EMPLOYED IN PRIVATE SECTOR",1300,"MARRIED",3,"YES",4,"NO",NA,"NO",29.4117647058824
"MALE",42,"EMPLOYED IN PRIVATE SECTOR",1200,"LEGALLY SEPARATED",6,"YES",2,"YES",20,"NO",31.6373966942149
"FEMALE",61,"LONG-TERM SICK/DISABLED",-8,"MARRIED",7,"YES",2,"NO",NA,"NO",34.8943985307622
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",5000,"MARRIED",6,"NO",30,"NO",NA,"NO",39.2470659960372
"MALE",74,"RETIRED",1100,"MARRIED",11,"YES",2,"NO",NA,"NO",41.3333333333333
"FEMALE",37,"EMPLOYED IN PUBLIC SECTOR",1600,"MARRIED",2,"NO",7,"YES",5,"NO",20.1955782312925
"FEMALE",40,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",4,"YES",3,"YES",20,"NO",19.3624726594715
"FEMALE",74,"LONG-TERM SICK/DISABLED",1700,"WIDOWED",17,"YES",5,"YES",2,"NO",30.8539944903581
"MALE",56,"FARMER",1300,"MARRIED",5,"YES",0,"NO",NA,"NO",23.9394809920521
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",2,"NO",NA,"NO",22.0580511886839
"MALE",31,"UNEMPLOYED",525,"DIVORCED",5,"YES",30,"YES",20,"YES",32.6530612244898
"FEMALE",62,"RETIRED",2000,"WIDOWED",5,"YES",5,"NO",NA,"NO",22.8623685413809
"FEMALE",46,"EMPLOYED IN PUBLIC SECTOR",1540,"DIVORCED",0,"YES",10,"NO",NA,"NO",23.5294117647059
"FEMALE",53,"RETIRED",1100,"DE FACTO SEPARATED",2,"NO",14,"NO",NA,"NO",22.3214285714286
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",2600,"MARRIED",3,"YES",2,"NO",NA,"NO",32.4499729583559
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",3,"NO",NA,"NO",25.1428571428571
"FEMALE",43,"EMPLOYED IN PRIVATE SECTOR",1800,"DIVORCED",2,"YES",5,"NO",NA,"NO",20.5761316872428
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",2400,"MARRIED",0,"YES",4,"NO",NA,"NO",31.7973739754941
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,"YES",2,"NO",NA,"NO",25.1807851239669
"FEMALE",64,"RETIRED",670,"WIDOWED",10,"NO",0,"NO",NA,"NO",31.1111111111111
"FEMALE",56,"EMPLOYED IN PRIVATE SECTOR",2000,"WIDOWED",0,"YES",10,"NO",NA,"NO",36.0519147572504
"MALE",58,"EMPLOYED IN PRIVATE SECTOR",1700,"MARRIED",4,"NO",6,"YES",20,"NO",29.0547520661157
"MALE",23,"PUPIL OR STUDENT",1280,"SINGLE",1,"YES",6,"NO",NA,"NO",18.6213861886125
"MALE",43,"EMPLOYED IN PUBLIC SECTOR",1700,"SINGLE",0,"YES",3,"YES",20,"NO",21.2244897959184
"MALE",21,"EMPLOYED IN PUBLIC SECTOR",-8,"SINGLE",0,"YES",1,"NO",NA,"NO",30.0838290968091
"FEMALE",58,"FARMER",1111,"MARRIED",10,"NO",10,"NO",NA,"NO",22.6757369614512
"MALE",62,"RETIRED",1000,"MARRIED",14,"YES",4,"NO",NA,"YES",25.9515570934256
"FEMALE",59,"RETIRED",1337,"MARRIED",7,"YES",1,"NO",NA,"NO",24.9134948096886
"FEMALE",78,"RETIRED",800,"WIDOWED",10,"YES",20,"NO",NA,"NO",27.5482093663912
"FEMALE",17,"UNEMPLOYED",NA,"SINGLE",0,"YES",10,"NO",NA,"NO",23.828125
"MALE",33,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",0,"NO",4,"NO",NA,"NO",25.1807851239669
"MALE",82,"RETIRED",2300,"MARRIED",0,"NO",10,"NO",NA,"NO",25.8264462809917
"MALE",27,"EMPLOYED IN PRIVATE SECTOR",500,"SINGLE",0,"YES",8,"NO",NA,"NO",28.3265803721898
"FEMALE",29,"PUPIL OR STUDENT",2800,"SINGLE",0,"YES",2,"NO",NA,"NO",NA
"FEMALE",87,"RETIRED",800,"WIDOWED",20,"YES",2,"NO",NA,"NO",21.484375
"MALE",52,"SELF-EMPLOYED",3000,"MARRIED",5,"NO",6,"NO",NA,"NO",23.2438016528926
"MALE",60,"UNEMPLOYED",NA,"MARRIED",1,"YES",4,"NO",NA,"NO",29.7004132231405
"FEMALE",61,"OTHER ECONOMICALLY INACTIVE",725,"MARRIED",5,"YES",0,"NO",NA,"NO",30.0914316577293
"FEMALE",61,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",1,"NO",15,"NO",NA,"NO",25.6543723973825
"FEMALE",35,"OTHER ECONOMICALLY INACTIVE",-8,"SINGLE",7,"YES",15,"NO",NA,"NO",32.0461464508893
"FEMALE",71,"RETIRED",1150,"WIDOWED",7,"NO",7,"NO",NA,"NO",41.914342325865
"FEMALE",52,"EMPLOYED IN PUBLIC SECTOR",1900,"MARRIED",3,"YES",5,"NO",NA,"NO",23.2334561768947
"FEMALE",71,"RETIRED",700,"WIDOWED",10,"YES",2,"NO",NA,"NO",26.7697798929209
"MALE",25,"FARMER",1000,"MARRIED",2,"NO",2,"NO",NA,"YES",26.3656030286641
"FEMALE",72,"RETIRED",-8,"MARRIED",12,"YES",4,"NO",NA,"NO",31.5555555555556
"FEMALE",46,"UNEMPLOYED",300,"MARRIED",7,NA,2,"YES",5,"NO",26.0261748958953
"MALE",64,"RETIRED",1500,"MARRIED",4,"NO",6,"NO",NA,"NO",30.4779662232421
"MALE",24,"EMPLOYED IN PRIVATE SECTOR",1000,"SINGLE",2,"NO",10,"YES",20,"NO",24.9680097375238
"MALE",35,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",1,"NO",4,"YES",14,"NO",27.4405991735537
"FEMALE",70,"RETIRED",680,"WIDOWED",8,"NO",2,"NO",NA,"NO",25.390625
"FEMALE",64,"RETIRED",700,"MARRIED",5,"NO",2,"NO",NA,"NO",36.0648423557406
"FEMALE",41,"FARMER",-8,"MARRIED",3,"YES",5,"NO",NA,"NO",32.03125
"FEMALE",30,"LONG-TERM SICK/DISABLED",950,"SINGLE",4,"YES",6,"NO",NA,"NO",18.2183224271267
"MALE",29,"EMPLOYED IN PRIVATE SECTOR",2100,"SINGLE",0,"NO",8,"NO",NA,"NO",24.441802087462
"FEMALE",42,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",3,"YES",5,"NO",NA,"NO",32.03125
"FEMALE",61,"RETIRED",909,"WIDOWED",7,"YES",12,"NO",NA,"NO",25.5102040816327
"MALE",35,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",0,"NO",4,"NO",NA,"NO",26.3656030286641
"MALE",63,"RETIRED",4000,"MARRIED",5,"NO",20,"YES",30,"NO",28.3737024221453
"MALE",37,"EMPLOYED IN PUBLIC SECTOR",1200,"SINGLE",6,"YES",3,"YES",20,"NO",19.0194420963652
"FEMALE",70,"RETIRED",1050,"MARRIED",10,"YES",3,"NO",NA,"NO",23.9188302920412
"FEMALE",24,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",8,"NO",NA,"NO",21.5619092627599
"FEMALE",17,"PUPIL OR STUDENT",NA,"SINGLE",1,"NO",15,"NO",NA,"NO",22.3214285714286
"FEMALE",52,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",4,"NO",5,"YES",15,"NO",21.0771952275208
"MALE",66,"RETIRED",2800,"MARRIED",4,"NO",12,"NO",NA,"NO",27.4285714285714
"FEMALE",21,"PUPIL OR STUDENT",490,"SINGLE",1,"YES",12,"NO",NA,"NO",18.3654729109275
"FEMALE",76,"RETIRED",2400,"WIDOWED",10,"NO",2,"NO",NA,"NO",26.8135904499541
"FEMALE",85,"RETIRED",1900,"WIDOWED",9,"YES",1,"NO",NA,"NO",29.3847566574839
"FEMALE",64,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",9,"NO",5,"NO",NA,"NO",34.765625
"FEMALE",55,"LONG-TERM SICK/DISABLED",640,"MARRIED",9,"YES",0,"NO",NA,"NO",37.180249851279
"FEMALE",46,"FARMER",-8,"MARRIED",3,"YES",1,"NO",NA,"NO",24.8409800895781
"MALE",20,"PUPIL OR STUDENT",NA,"MARRIED",2,"NO",3,"NO",NA,"NO",22.4813290656912
"FEMALE",81,"RETIRED",1723,"WIDOWED",11,"YES",14,"YES",40,"NO",27.1111111111111
"MALE",37,"EMPLOYED IN PRIVATE SECTOR",1200,"SINGLE",5,"NO",3,"NO",NA,"YES",26.9274376417234
"MALE",53,"EMPLOYED IN PUBLIC SECTOR",1400,"MARRIED",0,"NO",5,"NO",NA,"NO",25.013520822066
"FEMALE",79,"RETIRED",1600,"WIDOWED",10,"NO",20,"NO",NA,"NO",28.125
"FEMALE",55,"LONG-TERM SICK/DISABLED",900,"MARRIED",5,"NO",6,"NO",NA,"NO",30.1162131519274
"MALE",26,"EMPLOYED IN PRIVATE SECTOR",1000,"SINGLE",1,"YES",23,"YES",30,"NO",20.8209399167162
"FEMALE",59,"LONG-TERM SICK/DISABLED",-8,"WIDOWED",7,"NO",10,"NO",NA,"NO",28.734693877551
"MALE",48,"EMPLOYED IN PUBLIC SECTOR",4000,"MARRIED",3,"NO",6,"NO",NA,"YES",24.1632653061224
"MALE",59,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",0,"NO",20,"NO",NA,"NO",30.4779662232421
"FEMALE",63,"RETIRED",960,"MARRIED",0,"YES",8,"NO",NA,"NO",21.875
"FEMALE",73,"RETIRED",720,"WIDOWED",11,"YES",8,"NO",NA,"NO",24.034609838167
"MALE",51,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",2,"YES",10,"YES",20,"NO",27.968016063681
"FEMALE",60,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",7,"YES",4,"NO",NA,"NO",21.8299521999323
"FEMALE",35,"LONG-TERM SICK/DISABLED",582,"MARRIED",0,"YES",5,"YES",10,"NO",20.9366391184573
"MALE",62,"RETIRED",1728,"MARRIED",3,"YES",3,"NO",NA,"NO",27.681660899654
"FEMALE",58,"RETIRED",3000,"SINGLE",1,"NO",9,"NO",NA,"NO",25.6895619253651
"MALE",50,"SELF-EMPLOYED",-8,"MARRIED",1,"NO",6,"NO",NA,"NO",34.312524071286
"FEMALE",73,"RETIRED",1440,"MARRIED",6,"YES",4,"NO",NA,"NO",29.296875
"FEMALE",32,"OTHER ECONOMICALLY INACTIVE",678,"SINGLE",2,"NO",10,"NO",NA,"NO",18.732782369146
"FEMALE",49,"EMPLOYED IN PUBLIC SECTOR",2500,"MARRIED",2,"YES",8,"NO",NA,"NO",21.0076677987465
"FEMALE",65,"RETIRED",1700,"WIDOWED",7,"NO",10,"NO",NA,"NO",23.2334561768947
"MALE",80,"RETIRED",1100,"MARRIED",12,"YES",2,"NO",NA,"NO",28.8415318058003
"FEMALE",74,"RETIRED",700,"MARRIED",7,"YES",6,"NO",NA,"NO",26.2975778546713
"FEMALE",64,"RETIRED",1200,"MARRIED",9,"YES",2,"NO",NA,"NO",33.4622248661511
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",3000,"MARRIED",2,"YES",25,"NO",NA,"NO",29.7265160523187
"FEMALE",63,"RETIRED",5000,"MARRIED",6,"NO",2,"NO",NA,"NO",29.7441998810232
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",3,"NO",6,"NO",NA,"NO",19.8176773682124
"MALE",66,"RETIRED",NA,"MARRIED",2,"NO",3,"NO",NA,"NO",27.681660899654
"FEMALE",67,"RETIRED",1200,"DIVORCED",12,"YES",2,"NO",NA,"NO",32.3883554336229
"MALE",42,"EMPLOYED IN PRIVATE SECTOR",2100,"MARRIED",NA,"YES",3,"YES",15,"NO",NA
"FEMALE",51,"EMPLOYED IN PUBLIC SECTOR",1200,"MARRIED",0,"YES",6,"YES",-8,"NO",21.0076677987465
"FEMALE",68,"RETIRED",1000,"MARRIED",5,"YES",5,"NO",NA,"NO",29.1363163371488
"FEMALE",60,"RETIRED",1690,"MARRIED",8,"YES",3,"NO",NA,"NO",34.8501842653421
"FEMALE",43,"FARMER",3000,"MARRIED",7,"YES",40,"NO",NA,"NO",22.77318640955
"FEMALE",48,"EMPLOYED IN PUBLIC SECTOR",850,"MARRIED",4,"NO",2,"YES",5,"NO",30.1102788964583
"MALE",29,"EMPLOYED IN PRIVATE SECTOR",2500,"SINGLE",1,"NO",9,"YES",5,"NO",21.952479338843
"MALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",22.5981404958678
"MALE",61,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",7,"YES",3,"YES",20,"NO",27.681660899654
"MALE",64,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",1,"YES",4,"NO",NA,"NO",22.1606648199446
"MALE",18,"PUPIL OR STUDENT",-8,"SINGLE",1,NA,5,"NO",NA,"NO",22.4913494809689
"FEMALE",58,"RETIRED",1050,"WIDOWED",5,"YES",2,"NO",NA,"NO",23.8086901719128
"MALE",57,"SELF-EMPLOYED",-8,"MARRIED",1,"YES",40,"YES",30,"NO",27.170631566236
"FEMALE",36,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,"YES",10,"NO",NA,"NO",24.2214532871972
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",10,"NO",NA,"NO",20.0692041522491
"FEMALE",29,"UNEMPLOYED",NA,"MARRIED",0,"NO",20,"YES",10,"NO",23.051754907793
"FEMALE",23,"PUPIL OR STUDENT",750,"SINGLE",0,"YES",4,"NO",NA,"NO",20.2812330989724
"MALE",25,"EMPLOYED IN PUBLIC SECTOR",1100,"SINGLE",5,"YES",2,"NO",NA,"NO",22.5981404958678
"MALE",47,"PUPIL OR STUDENT",3000,"MARRIED",0,"YES",20,"NO",NA,"NO",28.3446712018141
"MALE",65,"RETIRED",2400,"MARRIED",2,"NO",4,"NO",NA,"NO",27.4285714285714
"FEMALE",21,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",5,"YES",12,"NO",24.2122933884298
"MALE",59,"UNEMPLOYED",600,"SINGLE",6,"YES",6,"YES",21,"NO",30.3233425899326
"MALE",30,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",0,"YES",2,"NO",NA,"NO",24.2214532871972
